gnomAD_AF	CADD_PHRED	Condel	DANN_score	MetaLR_score	MetaSVM_score	REVEL_score	phastCons100way_vertebrate	phastCons20way_mammalian	phyloP100way_vertebrate	phyloP20way_mammalian	True.Label
8.121102e-06	27.4	0.935	0.994663205717108	0.5712	0.3717	0.89	1	0.992	7.905	0.935	1
8.121102e-06	27.2	0.726	0.998047327006353	0.7968	0.3971	0.706	1	1	7.786	0.848	1
8.121102e-06	27.1	0.272	0.993693366576158	0.1647	-0.906	0.445	1	0.915	10.003	1.048	1
8.121102e-06	28.4	0.46	0.998739858255423	0.1172	-1.046	0.266	1	0.853	7.674	1.061	1
8.121102e-06	23.2	0.629	0.993005836605636	0.9496	1.0721	0.889	0.991	0.481	0.426	0.07	1
8.121102e-06	24.6	0.911	0.99373386195572	0.992	0.9513	0.963	1	0.393	8.134	1.048	1
8.121102e-06	26.3	0.935	0.992982087930848	0.992	0.9513	0.977	1	0.312	8.14	1.048	1
8.121102e-06	26.6	0.781	0.994233588949749	0.9707	1.0903	0.849	1	0.998	0.644	0.935	1
8.121102e-06	24.2	0.847	0.99173394381903	0.9644	1.1001	0.909	1	0.044	7.805	1.061	1
4.071e-06	23.2	0.81	0.997914181299529	0.5215	0.1188	0.76	1	0.917	7.332	1.199	1
8.121102e-06	23	0.796	0.998100933450968	0.4641	-0.2633	0.571	1	0.914	1.532	1.048	1
2.036e-05	23.1	0.796	0.998179922799101	0.4641	-0.2633	0.571	1	0.914	1.532	1.048	1
8.121102e-06	8.66	0.311	0.985697989556029	0.5391	0.1399	0.481	0.001	0.377	-0.402	-1.388	1
8.121102e-06	34	0.919	0.998741274308028	0.7006	0.4646	0.821	1	1	5.031	0.935	1
8.121102e-06	27.1	0.877	0.99574269085775	0.8351	0.8526	0.943	1	1	9.312	1.199	1
8.121102e-06	19.68	0.455	0.993869464501857	0.0638	-1.0413	0.187	0.009	0.791	1.623	0.469	1
8.121102e-06	19.68	0.766	0.993869464501857	0.0638	-1.0413	0.187	0.009	0.791	1.623	0.469	1
8.121102e-06	24.6	0.945	0.996908992373823	0.6448	0.4949	0.872	1	0.997	9.669	0.953	1
8.121102e-06	26.5	0.935	0.994145570706908	0.7562	0.7395	0.91	1	0.227	9.86	1.048	1
5.687e-05	28.1	0.896	0.987434583244932	0.8275	0.8464	0.94	1	1	6.182	1.061	1
8.121102e-06	29.7	0.911	0.991776776153011	0.9563	1.093	0.965	1	0.999	7.83	0.935	1
8.121102e-06	24.5	0.832	0.99074150604431	0.0345	-1.0962	0.285	1	0.998	9.986	1.048	1
8.121102e-06	23.6	0.73	0.996537914263261	0.0516	-1.1545	0.352	1	1	8.004	0.964	1
8.121102e-06	23.2	0.445	0.995885039409254	0.0112	-0.956	0.105	1	0.987	0.883	-0.211	1
8.121102e-06	33	0.945	0.997163895738238	0.4284	0.1209	0.769	1	0.996	6.916	0.071	1
1.219e-05	26.1	0.56	0.999055866753554	0.8612	0.8342	0.819	1	0.925	10.003	0.1	1
8.121102e-06	22.6	0.772	0.990531540010088	0.8501	0.4946	0.294	0	0.082	-0.377	0.07	1
8.221e-06	24.9	0.935	0.998944551746774	0.7549	0.5408	0.738	0.001	0.192	0.434	1.061	1
3.683e-05	25.1	0.945	0.992472445654425	0.9003	0.8786	0.877	1	0.916	0.507	0.126	1
8.121102e-06	35	0.873	0.999152924559328	0.452	0.0759	0.611	1	0.994	2.102	0.852	1
8.131e-06	35	0.911	0.999615652341384	0.4515	0.0668	0.698	1	0.992	9.529	0.953	1
8.121102e-06	33	0.935	0.997222684822447	0.6817	0.5856	0.619	1	1	9.964	1.048	1
1.246e-05	25.6	0.859	0.998004489874471	0.5257	0.3136	0.621	1	0.973	3.167	1.061	1
1.625e-05	32	0.945	0.999446150317996	0.7867	0.8148	0.834	1	0.275	9.996	1.048	1
8.121102e-06	16.73	0.108	0.998838878656005	0.0049	-0.8556	0.276	1	0.998	4.449	1.048	1
8.121102e-06	25.9	0.855	0.999049194197999	0.354	-0.3626	0.362	1	0.999	5.975	1.051	1
8.121102e-06	35	0.446	0.999242084224952	0.6402	0.3087	0.639	1	1	2.856	0.935	1
2.519e-05	25.8	0.886	0.999245029147658	0.6568	0.4125	0.487	1	0.994	9.499	1.048	1
8.121102e-06	31	0.945	0.993661358009217	0.988	1.0197	0.976	1	0.053	6.947	0.02	1
8.121102e-06	25	0.945	0.978619118351801	0.987	1.0162	0.985	1	0.09	8.222	1.199	1
1.359e-05	20.3	0.278	0.850459367152117	0.2887	-0.578	0.41	1	0.144	3.447	0.9	1
2.177e-05	27.5	0.919	0.99274254302332	0.7436	0.702	0.934	1	1	7.955	1.061	1
8.121102e-06	27.6	0.935	0.998699676038856	0.7233	0.5354	0.846	1	1	6.112	0.935	1
8.121102e-06	32	0.811	0.999027076687969	0.7408	0.6679	0.869	1	0.996	7.844	0.935	1
8.121102e-06	28	0.945	0.995190269461427	0.8474	0.8949	0.936	1	0.998	9.988	1.048	1
8.121102e-06	28.2	0.945	0.99889289859979	0.6861	0.4479	0.858	1	0.999	9.988	1.048	1
8.121102e-06	26.6	0.799	0.998835945754712	0.8073	0.7778	0.71	1	1	7.674	1.011	1
8.121102e-06	33	0.889	0.999346734214143	0.4318	-0.2521	0.557	1	1	7.813	0.852	1
8.127e-06	35	0.8	0.999421911234743	0.7477	0.5941	0.773	1	0.99	7.14	0.935	1
3.25e-05	29.4	0.85	0.999448890366739	0.4666	-0.1989	0.753	1	0.976	7.491	0.935	1
8.121102e-06	24.8	0.716	0.992897411404272	0.4894	0.1239	0.419	1	0.998	9.269	1.055	1
0	22	0.296	0.996395314030479	0.0143	-0.9724	0.036	0.036	0.016	1.69	0.935	1
8.121102e-06	14.13	0.213	0.980315360775582	0.0163	-0.9001	0.178	1	0.986	4.808	1.049	1
4.444e-05	23.5	0.819	0.996159748939369	0.0384	-1.2121	0.255	0.998	0.99	4.746	0.925	1
8.121102e-06	25	0.389	0.983566436231824	0.9443	1.0678	0.948	1	0.993	7.661	1.061	1
1.052e-05	35	0.935	0.999165137978524	0.9833	1.0227	0.982	1	0.988	9.602	1.048	1
8.246e-06	25.8	0.514	0.998571632014602	0.9363	1.0953	0.893	1	0.8	9.552	1.048	1
8.121102e-06	27.7	0.911	0.996319992697135	0.674	0.5678	0.603	1	1	7.186	1.088	1
8.121102e-06	32	0.858	0.999177235449507	0.753	0.6582	0.668	1	1	7.905	0.852	1
4.061e-06	28.3	0.911	0.998802602059337	0.3259	-0.5345	0.42	1	1	7.262	0.935	1
8.121102e-06	9.287	0.037	0.937893783610388	0.3895	-0.3928	0.532	1	0.891	5.968	1.007	1
8.121102e-06	9.061	0.011	0.968114622514811	0.4546	-0.2908	0.564	1	0.962	6.396	0.883	1
8.121102e-06	23.1	0.393	0.985772208390384	0.8765	0.8396	0.906	1	1	6.885	0.964	1
8.121102e-06	14.87	0.287	0.97418262177128	0.7996	0.5192	0.479	1	1	8.343	1.091	1
8.121102e-06	18.01	0.416	0.987536837657466	0.8359	0.7164	0.811	1	1	6.393	1.091	1
8.121102e-06	26.6	0.689	0.99544641664564	0.9751	1.0884	0.98	1	1	8.954	0.956	1
8.121102e-06	27.6	0.753	0.996222323171031	0.9789	1.0687	0.989	1	1	8.954	0.956	1
8.121102e-06	26.1	0.463	0.998111953231904	0.9567	1.0947	0.952	1	1	8.347	1.091	1
8.121102e-06	26.5	0.935	0.998379658597518	0.9788	1.062	0.985	1	1	8.654	1.199	1
8.121102e-06	29.4	0.935	0.998584189711795	0.9646	1.0996	0.929	1	0.999	7.506	0.852	1
8.121102e-06	23.2	0.823	0.994716361939828	0.9835	1.0435	0.872	1	1	7.506	0.852	1
8.121102e-06	26.5	0.855	0.999026275936906	0.9882	0.991	0.931	1	1	7.506	0.852	1
8.121102e-06	26.1	0.935	0.994104347831213	0.7604	0.5911	0.862	1	1	8.871	1.088	1
8.121102e-06	23.1	0.705	0.996212933955929	0.9579	1.0896	0.797	1	1	9.525	0.953	1
8.121102e-06	26.3	0.857	0.993540402199372	0.9965	0.9335	0.91	1	1	3.098	0.852	1
8.121102e-06	24.6	0.796	0.993631670720097	0.7964	0.8066	0.943	1	1	7.615	0.964	1
8.121102e-06	25.8	0.935	0.998691561868676	0.8068	0.8444	0.946	1	1	7.615	0.964	1
8.121102e-06	29.2	0.919	0.997936776713182	0.9942	0.9209	0.98	1	1	9.525	0.953	1
8.121102e-06	32	0.935	0.996120577272329	0.9818	1.0539	0.967	1	1	9.465	0.998	1
8.121102e-06	26	0.752	0.99871997734207	0.9705	1.0888	0.972	1	0.999	7.568	1.011	1
8.121102e-06	27.4	0.945	0.999171976848509	0.7849	0.6685	0.966	1	1	7.568	1.011	1
8.121102e-06	26.3	0.873	0.998730449577743	0.7853	0.6916	0.918	1	0.991	7.615	0.913	1
8.121102e-06	32	0.919	0.984331051401083	0.8197	0.7915	0.877	1	1	9.556	0.998	1
8.121102e-06	25.6	0.429	0.999255147460356	0.5054	-0.0226	0.591	1	1	6.384	0.998	1
8.121102e-06	35	0.814	0.996199631951712	0.9564	1.0928	0.926	1	1	5.558	1.048	1
8.121102e-06	18.61	0.38	0.989700156003008	0.8325	0.8381	0.847	1	1	8.017	1.061	1
8.121102e-06	22.6	0.556	0.988342119010638	0.8926	0.9828	0.758	1	0.98	8.017	1.061	1
8.121102e-06	0.007	0.364	0.56426025434236	0.253	-0.8054	0.122	0	0.001	-0.292	-0.269	1
8.121102e-06	20.4	0.863	0.990711761379987	0.5244	0.073	0.548	1	0.92	3.586	1.061	1
8.121102e-06	29	0.873	0.991210321153429	0.8598	0.9185	0.894	1	0.074	9.286	1.199	1
8.121102e-06	29.5	0.935	0.978967745327544	0.8853	0.9375	0.916	1	1	7.049	1.199	1
8.121102e-06	26.3	0.902	0.998636643743614	0.7923	0.7453	0.945	1	1	8.017	1.061	1
8.121102e-06	28	0.884	0.998814297552162	0.9496	1.0993	0.939	1	0.997	9.29	1.088	1
8.121102e-06	0.002	0.042	0.562122158843136	0.1839	-0.9629	0.118	0	0	-6.818	-3.851	1
3.993e-05	23.3	0.842	0.990933723639749	0.7057	0.4795	0.507	0.989	0.07	3.478	0.935	1
0.0001269	27.6	0.867	0.97475596016718	0.9304	1.069	0.869	1	0.945	5.7	0.935	1
8.121102e-06	32	0.945	0.998434704209713	0.9767	1.0677	0.993	1	0.926	9.339	1.048	1
8.121102e-06	23.9	0.427	0.987063764960755	0.7962	0.364	0.492	1	0.979	4.324	1.199	1
8.121102e-06	29.5	0.935	0.99902469033209	0.9591	1.1019	0.984	1	0.968	7.69	0.964	1
5.279e-05	35	0.935	0.998909578052349	0.9508	1.1003	0.878	1	0.85	4.645	0.852	1
8.121102e-06	34	0.902	0.997935155858517	0.9385	1.0895	0.929	1	0.993	7.458	0.852	1
4.074e-06	23	0.037	0.998080911813902	0.7078	0.3469	0.614	1	1	6.348	0.953	1
8.121102e-06	25.5	0.808	0.997066088997023	0.8345	0.8391	0.781	1	0.987	7.633	0.935	1
8.121102e-06	26.9	0.945	0.992595828256072	0.904	1.0207	0.987	1	0.998	7.742	1.061	1
2.846e-05	35	0.945	0.999379873737876	0.9683	1.0952	0.977	1	0.973	5.823	0.935	1
2.043e-05	35	0.839	0.998851173710759	0.9457	1.0929	0.831	1	0.983	9.645	1.048	1
0	32	0.889	0.992336690487438	0.672	0.5103	0.888	1	0.999	7.542	1.061	1
4.064e-06	27	0.935	0.996754370459283	0.8114	0.7919	0.905	1	1	7.999	1.059	1
8.121102e-06	32	0.784	0.997079395663867	0.9862	1.0255	0.984	1	1	7.905	0.935	1
8.121102e-06	16.71	0.507	0.974689249834175	0.0967	-1.0354	0.161	1	0.331	2.488	-0.236	1
8.121102e-06	34	0.935	0.993651780550169	0.5969	0.3505	0.927	1	0.998	9.396	1.045	1
8.121102e-06	27.5	0.919	0.998396270155097	0.5666	0.3324	0.917	1	0.997	8.255	1.112	1
8.121102e-06	34	0.945	0.998992211457315	0.9898	1.0348	0.893	1	1	9.996	1.048	1
8.121102e-06	34	0.883	0.998850071537859	0.9935	0.9625	0.935	1	0.983	7.905	0.935	1
8.121102e-06	31	0.828	0.999419687087269	0.4275	-0.2534	0.924	1	0.995	9.602	1.048	1
6.499e-05	3.252	0.032	0.925440711567417	0.6153	-0.3667	0.287	1	0.724	3.645	-0.116	1
8.121102e-06	23.8	0.935	0.996270373243731	0.9009	0.9106	0.899	1	0.98	3.538	1.048	1
8.121102e-06	21.8	0.535	0.997918258744067	0.775	0.6583	0.878	1	0.944	7.991	1.061	1
8.121102e-06	25.2	0.592	0.988031647944536	0.0545	-0.8833	0.685	1	1	8.589	1.088	1
8.122e-06	33	0.945	0.999379528302654	0.2175	-0.5808	0.73	1	0.952	7.821	0.852	1
1.624e-05	32	0.945	0.999303241806076	0.2229	-0.5336	0.776	1	0.162	7.758	0.807	1
8.121102e-06	35	0.872	0.998607163086792	0.0861	-1.0713	0.46	1	0.964	7.287	0.861	1
8.121102e-06	25.6	0.911	0.997528784465141	0.7182	0.4262	0.804	1	1	8.947	1.088	1
8.121102e-06	27.5	0.835	0.998489212872249	0.308	-0.395	0.678	1	1	7.674	1.061	1
4.066e-06	33	0.935	0.994896485148103	0.429	-0.11	0.743	1	0.987	4.645	0.935	1
8.121102e-06	26.4	0.919	0.980946886886764	0.1586	-0.9029	0.358	1	0.383	4.645	0.935	1
8.121102e-06	26.1	0.935	0.998435199339009	0.9914	0.9767	0.97	1	0.998	6.22	0.935	1
7.787e-05	18.81	0.406	0.959693036879638	0.4851	-0.3349	0.262	0.849	0.004	5.162	1.199	1
8.121102e-06	29.3	0.911	0.99454559039792	0.6078	0.2558	0.589	1	1	8.662	1.048	1
1.624e-05	34	0.877	0.999158765687947	0.121	-0.9547	0.258	1	0.841	3.532	0.994	1
4.061e-06	22.8	0.277	0.998813138485028	0.1618	-0.9134	0.06	0.985	1	2.416	0.841	1
8.121102e-06	31	0.945	0.998661405392556	0.7083	0.6282	0.968	1	1	7.6	1.058	1
8.121102e-06	26.4	0.417	0.999055772895041	0.4529	-0.2508	0.819	1	1	9.602	0.998	1
8.121102e-06	18.47	0.411	0.966439487622641	0.2536	-0.5955	0.484	1	1	7.102	1.14	1
8.121102e-06	24	0.945	0.997921520911126	0.9289	1.0636	0.936	1	0.996	9.602	0.902	1
8.121102e-06	22.1	0.473	0.967910600579101	0.2042	-0.7043	0.843	1	1	8.757	1.14	1
6.805e-06	27.3	0.919	0.999238929007259	0.8748	0.8993	0.602	1	0.227	9.602	1.048	1
8.121102e-06	24.7	0.911	0.996628628649344	0.8523	0.8357	0.554	1	0.234	9.602	1.048	1
8.121102e-06	25.6	0.945	0.998153081192988	0.8527	0.8432	0.686	1	0.219	7.568	0.935	1
4.063e-06	32	0.853	0.999281371666491	0.9703	1.0729	0.952	0.831	0.919	1.575	0.892	1
8.121102e-06	25.8	0.905	0.998705416592787	0.4054	-0.3659	0.629	1	0.998	7.78	0.892	1
8.121102e-06	34	0.945	0.993067464379021	0.8718	0.8343	0.664	1	0.989	6.13	0.935	1
8.121102e-06	30	0.875	0.999307674159374	0.8126	0.8185	0.898	1	1	7.831	0.935	1
8.121102e-06	27.7	0.778	0.998561298039417	0.9313	1.0741	0.951	1	0.999	6.159	1.061	1
8.121102e-06	33	0.739	0.992061362215041	0.9968	0.9071	0.982	1	1	7.899	0.935	1
8.123e-06	27.4	0.799	0.998110035020277	0.7929	0.7478	0.96	1	1	7.902	1.061	1
4.07e-06	35	0.702	0.999497014202378	0.7422	0.5576	0.82	1	0.641	7.878	1.048	1
8.128e-06	34	0.945	0.999272357802117	0.9315	1.0984	0.917	1	0.995	9.801	1.048	1
7.338e-05	35	0.883	0.999387038221108	0.8669	0.9312	0.967	1	0.968	9.801	1.048	1
8.121102e-06	26.7	0.906	0.999162874875492	0.8591	0.9308	0.848	1	0.523	7.806	1.061	1
8.121102e-06	31	0.752	0.997411361672012	0.824	0.8728	0.755	1	0.996	6.287	0.848	1
8.121102e-06	35	0.906	0.999219169369905	0.4482	0.0074	0.724	1	1	7.983	1.044	1
8.121102e-06	31	0.919	0.998058534994123	0.5076	0.1468	0.681	1	0.998	7.902	0.931	1
8.121102e-06	33	0.892	0.998878930633712	0.3603	-0.2406	0.437	1	1	6.168	0.931	1
8.121102e-06	27	0.906	0.99887322768212	0.6678	0.4196	0.62	1	0.991	9.964	1.048	1
8.121102e-06	27	0.781	0.997687574683028	0.457	-0.0344	0.499	1	1	7.876	0.935	1
8.121102e-06	24.5	0.764	0.997650379399127	0.5382	0.2819	0.666	1	1	9.496	0.937	1
8.121102e-06	28.3	0.673	0.997954877578273	0.3782	-0.1123	0.651	1	0.993	7.53	0.95	1
8.121102e-06	25.2	0.722	0.995379682816389	0.4183	-0.1026	0.491	1	1	7.213	0.668	1
8.121102e-06	24.2	0.935	0.995979327029864	0.9882	1.0635	0.827	0.951	0.997	1.473	0.037	1
8.126e-06	34	0.892	0.999369552920033	0.5591	0.2027	0.624	1	0.761	7.406	0.934	1
8.121102e-06	25.9	0.445	0.986546722560001	0.1568	-0.9354	0.377	0	0.014	0.067	0.778	1
8.121102e-06	26	0.945	0.997336653487346	0.9413	1.0843	0.944	1	0.61	6.014	0.852	1
8.121102e-06	25.9	0.945	0.998335341865511	0.9339	1.0861	0.963	1	0.61	6.014	0.852	1
8.121102e-06	25	0.905	0.988394988669632	0.8448	0.9526	0.735	0.999	0.063	4.914	0.764	1
8.121102e-06	24	0.781	0.995546655510204	0.8868	0.9368	0.927	0.945	0.913	2.615	0.718	1
8.121102e-06	20.2	0.414	0.961420445394878	0.2357	-0.777	0.448	0.998	0.612	2.873	0.025	1
4.071e-06	29.4	0.845	0.999435158702189	0.434	-0.1415	0.824	1	0.251	7.422	0.892	1
8.121102e-06	31	0.87	0.997739474195549	0.8277	0.9457	0.972	1	0.998	4.34	0.788	1
4.069e-06	28.7	0.945	0.998046053968654	0.7927	0.9589	0.915	1	0.978	5.815	0.996	1
8.121102e-06	24.8	0.883	0.999020456109269	0.9756	1.0936	0.894	0.998	0.985	1.45	0.805	1
8.121102e-06	26.4	0.806	0.989033479069995	0.7611	0.5872	0.734	0.999	0.193	5.331	0.87	1
0	22.9	0.784	0.984274908521945	0.9466	0.7109	0.82	1	0.611	5.419	0.935	1
0	22.9	0.856	0.984274908521945	0.9466	0.7109	0.82	1	0.611	5.419	0.935	1
8.121102e-06	22.9	0.784	0.984280462681227	0.9466	0.7109	0.82	1	0.611	5.419	0.935	1
8.121102e-06	22.9	0.856	0.984280462681227	0.9466	0.7109	0.82	1	0.611	5.419	0.935	1
8.121102e-06	19.53	0.345	0.922519985841918	0.8928	0.8404	0.555	0	0.472	-0.187	0.869	1
8.121102e-06	22.5	0.445	0.949091711210555	0.8982	0.906	0.617	0.014	0.549	0.379	0.775	1
8.121102e-06	27.3	0.471	0.998734002175098	0.9806	1.0191	0.808	1	1	6.918	0.867	1
8.121102e-06	29	0.935	0.997863568923324	0.9489	1.0922	0.955	1	0.999	7.595	0.975	1
8.121102e-06	28.9	0.945	0.998656282107711	0.9468	1.0906	0.951	1	0.999	7.595	0.975	1
8.121102e-06	32	0.882	0.997465988474727	0.9857	1.0148	0.965	1	0.998	7.385	0.892	1
8.121102e-06	26.7	0.919	0.993639135184591	0.9651	1.0925	0.85	1	0.949	4.624	0.892	1
8.121102e-06	28.5	0.935	0.999199552074345	0.9648	1.0885	0.97	1	0.995	9.421	0.998	1
8.121102e-06	26.6	0.869	0.997863531878162	0.9204	1.0513	0.924	1	0.997	9.421	0.998	1
8.121102e-06	26.6	0.491	0.991998772923776	0.9835	0.9892	0.849	1	0.967	3.83	1.011	1
4.089e-06	32	0.895	0.987670040848517	0.9542	1.0786	0.97	1	1	9.363	0.998	1
8.121102e-06	25.7	0.857	0.998109655043925	0.9742	1.0963	0.957	1	0.931	7.514	1.049	1
8.121102e-06	32	0.945	0.996340433958791	0.9858	1.0062	0.98	1	0.928	9.364	1.036	1
8.121102e-06	29.9	0.945	0.995343408210319	0.9682	1.0898	0.951	1	1	7.415	0.925	1
4.062e-06	25.7	0.765	0.997441012296624	0.9242	1.0181	0.891	1	0.824	7.491	0.999	1
3.665e-05	17.18	0.525	0.998123263623859	0.964	0.9244	0.397	1	0.026	4.786	0.985	1
8.164e-06	22.2	0.286	0.889809568660413	0.9401	0.9118	0.6	0.907	0.005	1.591	0.108	1
8.121102e-06	25.8	0.583	0.998638900925666	0.9775	1.0342	0.774	1	1	6.318	1.045	1
8.121102e-06	32	0.825	0.998188939533552	0.9935	0.8975	0.94	1	0.842	5.863	0.996	1
8.121102e-06	28.7	0.846	0.998642946976109	0.9914	0.9799	0.875	1	0.922	7.103	1.138	1
8.121102e-06	25.3	0.867	0.966887529539134	0.7689	0.5715	0.325	0.997	0.934	2.608	0.734	1
8.121102e-06	27.1	0.859	0.970637414039294	0.7918	0.2271	0.256	1	0.998	4.134	0.734	1
8.121102e-06	15.12	0.461	0.990237654525038	0.5122	-0.2576	0.622	0.862	0.999	1.041	0.778	1
4.061e-06	8.358	0.019	0.891385627625272	0.0498	-1.0553	0.044	0.759	0.143	3.49	0.935	1
8.121102e-06	23.4	0.394	0.997195511065781	0.294	-0.5258	0.294	1	1	3.572	1.061	1
8.121102e-06	24.4	0.752	0.999093917666455	0.797	0.8446	0.698	0.997	0.998	5.514	1.061	1
8.121102e-06	15.74	0.685	0.931221291713519	0.7709	0.6452	0.64	0.995	0.509	2.619	0.129	1
8.121102e-06	21.9	0.409	0.974513065035503	0.6228	0.1889	0.719	1	0.82	3.936	0.059	1
8.121102e-06	25.5	0.685	0.994198971153764	0.7405	0.6052	0.775	1	0.904	6.719	0.935	1
8.121102e-06	24.8	0.838	0.973075769428236	0.8065	0.7831	0.891	1	0.94	7.928	1.199	1
8.121102e-06	23.4	0.469	0.980231644923499	0.6098	0.2918	0.713	1	0.951	6.813	1.061	1
8.121102e-06	0.026	0.029	0.862597344045739	0.5552	-0.3626	0.163	0	0.337	-0.103	-0.008	1
8.121102e-06	26.6	0.692	0.999022969939385	0.6351	0.3954	0.66	1	0.998	7.673	0.953	1
8.121102e-06	29.7	0.835	0.997362721451212	0.7895	0.6718	0.874	1	1	9.566	1.048	1
8.121102e-06	25.5	0.886	0.986999050029274	0.8936	0.9986	0.859	1	0.022	7.527	1.061	1
8.121102e-06	25.8	0.919	0.99879806394206	0.4663	0.0764	0.942	1	0.329	7.572	0.964	1
8.121102e-06	23.6	0.758	0.998324665552528	0.865	0.7802	0.735	1	0.998	2.498	0.052	1
0.001145	18.89	0.678	0.992559753170042	0.1517	-0.892	0.115	1	1	1.688	0.935	1
8.121102e-06	23.7	0.524	0.997647162813866	0.7076	0.5422	0.787	1	0.998	7.905	0.852	1
8.121102e-06	25	0.896	0.998065338537648	0.8956	0.9962	0.926	1	0.997	9.325	1.088	1
8.121102e-06	24.1	0.897	0.998797557303628	0.8655	0.9166	0.734	1	1	8.017	0.961	1
8.121102e-06	25.6	0.762	0.997190229572129	0.8373	0.8768	0.864	1	0.998	10.003	0.953	1
8.121102e-06	23.4	0.559	0.992203462955727	0.8337	0.9128	0.828	1	1	8.017	0.964	1
8.121102e-06	27	0.905	0.992634267877957	0.896	0.9884	0.944	1	1	7.905	0.852	1
4.068e-06	29.7	0.945	0.999320746680071	0.9634	1.1003	0.985	1	0.997	6.773	0.953	1
8.121102e-06	24.9	0.72	0.998912644860781	0.8505	0.8341	0.766	1	0.998	5.049	0.852	1
8.121102e-06	23.9	0.738	0.991462347564614	0.6418	0.4589	0.658	1	1	7.984	0.953	1
8.121102e-06	34	0.945	0.999338656378087	0.9854	1.0237	0.992	1	0.737	7.871	0.768	1
8.121102e-06	29.3	0.871	0.992353733304762	0.8462	0.8836	0.954	1	1	9.325	1.14	1
8.121102e-06	28	0.945	0.99893678994122	0.8816	0.9742	0.917	1	0.883	10.003	1.048	1
8.121102e-06	24.2	0.458	0.994072044040897	0.7961	0.6032	0.844	1	0.94	9.985	0.933	1
8.121102e-06	35	0.625	0.999196938554278	0.8101	0.8546	0.885	1	0.997	3.698	0.933	1
8.121102e-06	22.9	0.341	0.998128771268946	0.6299	0.3003	0.614	1	0.995	2.403	0.935	1
8.121102e-06	29.4	0.911	0.999179043783131	0.9463	1.0973	0.97	1	0.99	9.325	1.14	1
4.182e-06	34	0.882	0.998325927909804	0.9303	1.0781	0.858	1	1	1.612	0.949	1
0.4799	0.323	0.013	0.831252440459368	0	-1.009	0.011	0	0.118	-0.932	-1.533	1
8.121102e-06	28.7	0.827	0.998769699447375	0.7623	0.6691	0.829	1	1	7.847	1.088	1
8.121102e-06	34	0.945	0.997208486493454	0.8662	0.9164	0.939	1	0.995	7.359	0.807	1
8.121102e-06	28.1	0.935	0.996351627296423	0.5929	0.2823	0.808	1	0.994	6.271	1.061	1
8.121102e-06	26.3	0.865	0.997445256269856	0.6642	0.4541	0.885	1	0.903	7.524	0.964	1
2.853e-05	29.1	0.655	0.997807956077308	0.2489	-0.6602	0.176	0.976	1	2.496	0.935	1
8.137e-06	32	0.616	0.995881715143593	0.3057	-0.4726	0.428	1	0.243	4.001	0.892	1
8.121102e-06	31	0.945	0.999047599193517	0.4593	-0.0816	0.715	1	0.314	7.894	0.892	1
8.121102e-06	26.3	0.945	0.997510506417724	0.7156	0.7185	0.884	1	0.915	9.047	1.199	1
8.121102e-06	28.4	0.919	0.997285575708521	0.9916	0.9761	0.991	1	0.997	7.871	0.855	1
8.121102e-06	32	0.935	0.999107525791481	0.9916	0.9761	0.999	1	0.998	7.871	0.855	1
8.121102e-06	23.4	0.882	0.98642315573755	0.9447	1.1587	0.771	1	1	8.873	1.091	1
8.121102e-06	31	0.945	0.997324833541141	0.9921	0.9575	0.938	1	1	7.856	0.853	1
8.121102e-06	29.3	0.884	0.998830563073309	0.9913	0.9834	0.928	1	0.998	2.38	0.07	1
8.121102e-06	23.1	0.349	0.993943183833115	0.9227	0.8669	0.618	1	0.998	4.707	0.756	1
8.121102e-06	23.2	0.349	0.993755885344446	0.9227	0.8669	0.618	1	0.998	4.707	0.756	1
8.121102e-06	20.2	0.013	0.948169607303964	0.8956	0.7975	0.593	1	0.995	4.768	0.855	1
8.121102e-06	34	0.945	0.999267470842418	0.3777	-0.0806	0.565	1	0.964	5.125	0.1	1
8.121102e-06	35	0.935	0.999382382878334	0.1823	-0.8703	0.512	1	1	7.903	0.935	1
8.121102e-06	23.5	0.564	0.995750402528143	0.4657	-0.2931	0.424	1	0.942	7.284	0.964	1
8.121102e-06	32	0.945	0.999400153758328	0.6816	0.6717	0.864	1	0.873	7.869	0.935	1
8.121102e-06	23.2	0.676	0.995612927972021	0.0474	-1.0873	0.178	1	0.924	2.43	0.953	1
4.065e-06	27.3	0.919	0.998825143725171	0.8489	0.9505	0.882	0.996	0.957	0.784	0.036	1
8.121102e-06	25.5	0.835	0.993774926875691	0.8938	0.9634	0.886	1	0.981	5.605	0.852	1
8.121102e-06	24	0.897	0.998383627803743	0.9156	1.0312	0.88	1	0.994	5.094	0.964	1
8.121102e-06	22.9	0.863	0.984289172538531	0.9305	0.8404	0.778	1	0.952	8.889	1.088	1
8.121102e-06	25.6	0.935	0.994553761534506	0.9769	1.0398	0.919	1	1	9.992	0.94	1
8.121102e-06	24.3	0.902	0.962222318380385	0.9636	1.0858	0.961	1	0.99	3.22	-0.428	1
0	34	0.896	0.999550732624002	0.8059	0.7541	0.899	1	1	9.65	1.048	1
8.121102e-06	25.7	0.88	0.998023896156906	0.7412	0.7373	0.787	1	1	1.741	0.935	1
0.0002153	35	0.945	0.999468537440592	0.9726	1.091	0.93	1	0.999	9.602	1.048	1
2.379e-05	10.06	0.021	0.877686724919901	0.1303	-0.9777	0.05	0.992	0.957	0.92	0.892	1
