True.Label	gnomAD_AF	DANN_score	MetaLR_score	MetaSVM_score	REVEL_score	phastCons100way_vertebrate	phastCons20way_mammalian	phyloP100way_vertebrate	phyloP20way_mammalian	Condel	CADD_PHRED	ada_score	rf_score	group
1	0.0002518	0.997775812580157	0.9637	1.0912	0.974	1	0.989	9.622	1.048	0.935	33	0.98100625610354	0.886	4
1	8.121102e-06	0.999323693329362	0.6246	0.476	0.843	1	1	9.864	1.048	0.884	32	0.994623809840394	0.926	4
1	8.121102e-06	0.998784268177948	0.5768	0.3572	0.915	1	1	8.987	1.199	0.945	32	0.841913245000757	0.779908711365205	4
1	8.121102e-06	0.995675175366745	0.9111	1.0344	0.914	1	0.807	4.918	0.935	0.895	32	0.999783316304432	0.988	3
1	8.121102e-06	0.985729495779259	0.6841	0.4961	0.818	1	0.984	7.857	1.199	0.74	26.2	0.869406824260611	0.38	6
0	0.172	0.605375836052474	0	-1.0791	0.054	0	0.122	-0.749	0.548	0.04	0.01	1.63122627404369e-05	0.002	4
1	8.121102e-06	0.998600985485781	0.2473	-0.5524	0.427	1	0.968	5.385	1.199	0.009	15.3	0.666592882349439	0.630425714774471	2
1	2.474e-05	0.998121375081368	0.9784	1.0742	0.957	1	0.999	9.878	0.998	0.884	34	0.953339900702845	0.75	6
1	8.121102e-06	0.998339413482445	0.9241	1.0206	0.942	1	0.996	7.876	0.892	0.882	24.3	0.898089206078138	0.768905588786057	10
1	1.222e-05	0.998474979338885	0.943	1.0803	0.931	1	0.993	7.876	0.935	0.935	33	0.831097943969747	0.772287414942636	2
0	8.121102e-06	0.990709194221751	0.5123	1e-04	0.689	1	0.094	7.905	0.935	0.873	26.7	0.797091568020884	0.728960578469936	2
1	4.077e-06	0.999234247063681	0.2223	-0.6414	0.51	1	0.955	7.811	0.852	0.945	31	0.809622153317308	0.754094202461665	10
1	0.8587	0.774332043415997	0.0310069322107942	-0.975271477198383	0.106503365794739	0.623608354236143	0.5709637606226	1.64497473465111	0.210140538277996	0.004	0.009	0.161430197515703	0.197088394695145	1
1	8.121102e-06	0.99430553194893	0.930701604514154	0.980020953898745	0.928176910521137	1	0.965	7.419	1.048	0.905	27.4	0.968644252514892	0.558	3
1	4.064e-06	0.99668057241032	0.8892	0.9924	0.949	1	0.998	8.607	1.088	0.902	32	0.821482801790513	0.765247540947223	2
0	0.04321	0.996571900094565	0	-0.899	0.492	1	0.417	7.415	0.964	0.456	24	0.368973408065739	0.628	7
1	8.121102e-06	0.998593997659847	0.6689	0.2875	0.565	1	0.917	3.27	0.932	0.529	25.3	0.999997424455337	0.994	9
1	8.121102e-06	0.99840967641425	0.6216	0.2405	0.698	1	0.948	6.915	1.058	0.438	25.7	0.344497343877275	0.526	2
1	4.063e-06	0.982143702399028	0.8744	0.9673	0.896	1	0.953	5.159	1.061	0.882	27.6	0.202825568507482	0.61	3
1	8.121102e-06	0.997666499647248	0.8877	1.0053	0.892	1	0.998	6.962	0.92	0.895	29.8	0.999996858352306	0.99	1
1	8.121102e-06	0.994272171218679	0.6898	0.4598	0.839	1	0.986	6.999	1.199	0.881	26.6	0.999911716363132	0.996	9
1	8.121102e-06	0.974072494943207	0.4494	-0.0765	0.466	1	0.974	6.277	1.011	0.726	24	0.923010743024949	0.592	2
1	8.121102e-06	0.992705271710588	0.6618	0.5441	0.914	1	1	9.317	1.076	0.895	26.2	0.96485693045054	0.906	5
1	0.0001585	0.998181516567099	0.5292	0.2494	0.829	1	0.993	8.011	1.061	0.871	26.1	0.936235903506902	0.82	7
0	0.009868	0.994805849288805	0.0082	-0.8556	0.137	1	0.983	5.731	1.061	0.452	18.86	0.221578884732776	0.243734121262534	9
0	0.01434	0.616492233713501	0.2037	-0.8121	0.131	1	0.987	0.716	0.107	0.006	10.46	0.185875837722673	0.214478816850952	8
0	0.009932	0.670718760401157	0.0239	-1.0721	0.002	0	0.055	-2.432	-0.352	0.004	0.011	3.31227882009531e-05	0.042	5
0	0.3665	0.959057300160776	0	-0.9622	0.133	0.009	0.183	1.665	1.044	0.365	12.53	0.170072604642107	0.202042013403537	5
0	0.2211	0.903242415361334	0	-0.9248	0.348	1	0.731	2.122	-0.526	0.214817079042681	14.57	0.17868437694435	0.205646430001439	6
1	2.052e-05	0.912096224116221	0.7839	0.3927	0.569	0.999	0.999	1.019	0.07	0.027	22.3	0.0014689020097771	0.158	6
1	8.121102e-06	0.996284572371492	0.8517	0.9275	0.868	1	0.996	4.704	1.048	0.722	29	0.998942102797295	0.986	6
1	8.121102e-06	0.958425155002797	0.4313	-0.3155	0.481	1	0.977	5.12	1.193	0.261	16.22	0.999760316254057	0.982	8
1	8.121102e-06	0.995298717195884	0.9621	1.0909	0.978	1	0.998	10.003	0.998	0.905	29.8	0.95447087495052	0.746	2
1	8.121102e-06	0.998632544959178	0.9635	1.0756	0.983	1	1	9.325	1.14	0.935	32	0.999909807981784	0.944	6
1	8.121102e-06	0.967050244334163	0.3991	-0.3518	0.613	1	1	2.54	0.935	0.428	25	0.0891990709353003	0.2	9
1	1.625e-05	0.993709161469487	0.9121	1.0353	0.898	1	0.55	6.467	0.935	0.945	28.7	0.790738794975212	0.739563390151811	9
0	8.121102e-06	0.962194263516866	0.0575	-1.0804	0.063	1	1	1.529	1.048	0.323	12.42	0.00445273769687348	0.046	6
0	0.7994	0.830481827635477	0	-1.0327	0.027	0.202	0.052	-0.774	-0.915	0.036	10.31	0.00125750450105026	0.008	9
1	8.133e-06	0.998631644278343	0.9547	1.0909	0.623	1	0.996	8.119	1.036	0.714	26.7	0.999961433315347	0.988	4
0	0.9995	0.219631439807085	0	-0.9294	0.209	1	0.148	0.777	-0.324	0	0.536	2.56145547600907e-05	0.05	2
1	1.631e-05	0.996331258673771	0.7321	0.404	0.465	1	0.934	4.079	0.852	0.3	23.5	0.565682172414415	0.555953219449104	2
1	8.121102e-06	0.99911998739215	0.9451	1.0546	0.602	1	0.908	7.586	0.932	0.581	28.9	0.999982417922072	0.992	8
1	8.121102e-06	0.992492037860643	0.6961	0.3945	0.624	1	1	3.241	1.061	0.367	23	0.864805939962064	0.634	6
1	8.121102e-06	0.820890989614212	0.9833	1.0441	0.98	1	0.822	7.672	0.935	0.919	33	0.999830074688166	0.986	4
1	8.121102e-06	0.999236781171496	0.9772	1.0907	0.802	1	0.366	5.878	0.935	0.906	34	0.999990942667009	0.996	3
1	4.063e-06	0.999196248375357	0.6947	0.4711	0.676	1	0.997	7.674	1.061	0.745	24	0.872152713980368	0.788638269245547	4
1	8.121102e-06	0.998869549489401	0.8372	0.7124	0.773	1	0.997	7.905	0.935	0.508	26.9	0.999960824517021	0.994	9
1	8.121102e-06	0.999023844145693	0.8793	0.8681	0.728	1	0.995	7.764	0.935	0.875	32	0.999981489993532	1	7
1	8.121102e-06	0.994643799406518	0.9784	1.089	0.965	1	0.804	7.905	0.935	0.935	32	0.999979958499174	1	9
0	0.001552	0.98952298503208	0.3706	-0.191	0.473	1	1	7.519	1.199	0.043	22.8	0.736171217528413	0.58	9
1	8.121102e-06	0.992543097584201	0.608	0.2288	0.606	1	1	9.367	1.048	0.806	26.3	0.828085286158523	0.624	4
0	8.121102e-06	0.997976184898823	0.5962	0.1313	0.674	1	0.996	8.762	1.107	0.502	27.3	0.527328596588736	0.494	3
0	8.121102e-06	0.993328075517953	0.7776	0.4334	0.56	1	0.935	4.435	0.935	0.114	23.1	0.98146405525189	0.846	9
0	0.04729	0.939601112377316	0.0042	-1.058	0.039	0.991	0.753	1.76	0.07	0.011	16.23	0.957214036134592	0.582	8
1	8.121102e-06	0.999108398715777	0.776	0.9313	0.847	1	0.253	7.897	0.935	0.945	31	0.695025245612876	0.654	3
0	0.3135	0.998900744417054	0	-0.9215	0.168	1	1	8.456	1.199	0.846	27.4	0.00443400190030349	0.068	2
0	0.5642	0.833676733580782	0	-0.9833	0.131	1	0.996	4.12	0.196	0.286	14.93	2.26416629470783e-05	0	2
0	8.121102e-06	0.992779004335261	0.3453	-0.3402	0.328	1	0.999	6.069	1.061	0.896	29.6	0.999943347963961	0.958	9
1	8.121102e-06	0.997122361975422	0.9043	1.0193	0.939	1	0.639	8.79	1.065	0.741	27.7	0.654842059923336	0.542	9
1	8.121102e-06	0.998892089469131	0.6393	0.5092	0.905	1	0.976	8.826	1.197	0.814	27.6	0.274436337822224	0.308	8
1	1.219e-05	0.991756351116125	0.9558	1.0903	0.961	1	0.957	7.557	0.935	0.886	34	0.99967658674444	0.926	9
1	0.000134	0.998386640199063	0.8903	0.8636	0.925	1	1	7.813	0.852	0.673	28.3	0.999973904390753	0.958	3
0	0.001621	0.959200301330401	0.0544	-1.0048	0.108	0.999	0.261	0.277	0.108	0.655	23	0.000218070548722633	0.02	9
1	8.121102e-06	0.998754429416242	0.8799	0.9264	0.926	1	0.994	6.226	1.048	0.886	31	0.786764866692404	0.738989299013354	4
0	0.4976	0.996083715162305	0	-0.8938	0.077	1	0.751	3.566	1.061	0.3	21.1	0.99969012251874	0.982	1
0	5.086e-05	0.989297399427984	0.4424	-0.0546	0.464	1	0.968	10.003	0.127	0.484	22.7	0.181493399922786	0.318	4
0	8.121102e-06	0.995933540459639	0.1174	-1.0483	0.561	1	0.995	9.718	0.956	0.782	32	0.971027949244145	0.886	8
1	8.121102e-06	0.996602197167527	0.646	0.37	0.597	1	0.577	8.756	1.048	0.385	21.8	0.99998974919337	0.988	3
1	8.121102e-06	0.994960211231652	0.9106	1.099	0.886	1	0.708	8.517	1.088	0.807	24.2	0.962283919338508	0.928	8
0	0.0006381	0.998629321239608	0.1439	-0.6996	0.111	1	0.987	3.626	1.048	0.592	26.5	0.407473408806111	0.386789462115678	7
0	8.121102e-06	0.988553665739232	0.1089	-1.0677	0.065	1	0.704	2.242	0.852	0.459	23.7	0.00683936000167975	0.092	7
1	0.0001299	0.998493369344628	0.0563	-1.0234	0.165	1	0.996	2.65	1.048	0.052	23.3	0.704093082139226	0.42	7
0	0.003806	0.989623043049884	0.0139	-1.0908	0.195	1	0.984	5.208	0.137	0.323	13.8	0.000327079307308416	0.028	6
0	0.001589	0.975679540968842	0.0271	-1.0952	0.132	0.996	0.997	0.439	1.199	0.04	12.46	0.207316246081139	0.237272154106983	1
1	8.121102e-06	0.998745905001977	0.9318	1.0761	0.978	1	0.997	7.847	1.061	0.906	28.4	0.250182051181504	0.45	8
1	8.121102e-06	0.997188625694267	0.9023	1.0175	0.951	1	0.998	8.861	1.14	0.867	25.7	0.780580313233202	0.36	2
1	6.933e-05	0.996733546550619	0.4356	-0.1269	0.289	0.535	0.355	0.597	0.936	0.392	22.1	0.949859582581639	0.844	7
0	0.005657	0.115081491145329	0.0019	-1.0234	0.039	0	0.012	-1.005	-1.853	0.034	3.425	0.134366656849501	0.171455210460718	2
0	0.0002306	0.985980293922334	0.068	-1.0914	0.076	1	0.085	7.16	0.12	0.273	21	0.2616226016067	0.281086837257186	6
0	0.002838	0.977677345456207	0.0373	-1.0374	0.032	0.653	0.995	0.837	0.953	0.409	23.1	5.81096830341953e-05	0.014	8
0	0.001044	0.999251312795684	0.1613	-0.6095	0.373	1	1	3.454	1.045	0.742	32	0.485992163549246	0.376	10
1	8.121102e-06	0.994531237783653	0.8909	0.8145	0.874	1	0.8	1.902	0.932	0.935	23.8	0.88809717740349	0.632	8
1	8.121102e-06	0.992263052176795	0.7579	0.4789	0.912	1	0.971	4.728	0.016	0.454	24.9	0.0603046351767492	0.286	7
0	0.001527	0.976828650179816	0.0584	-0.9924	0.026	0.171	0.015	0.868	0.099	0.261	14.29	0.000172890108684876	0.008	1
0	0.03723	0.938392761946098	0.6844	0.1808	0.726	0.74	0.456	1.12	0.681	0.601	12.12	0.00398755972148221	0.17	8
0	8.121102e-06	0.996426007915578	0.3746	-0.3092	0.338	1	0.986	7.658	0.815	0.83	27.1	0.765775128616874	0.662486624236544	9
0	0.02298	0.367550534108139	0	-1.0202	0.012	0	0.01	-0.483	-1.376	0.001	0.001	3.01661801672754e-05	0.008	5
1	0.0001138	0.998577888666087	0.3509	-0.5217	0.529	1	0.996	9.21	0.933	0.428	24.9	0.698865923060152	0.654	10
1	8.121102e-06	0.998700360830986	0.4691	-0.161	0.424	1	0.991	9.856	0.951	0.906	26.6	0.999997690078459	1	7
1	8.121102e-06	0.989013572561205	0.5428	-0.1745	0.633	1	0.907	4.227	0.191	0.815	18.6	0.99811330638317	0.924	3
1	8.121102e-06	0.999060341409902	0.6576	0.4214	0.85	1	0.564	7.27	0.852	0.815	25.7	0.997071261271789	0.964	10
1	8.121102e-06	0.997489819896148	0.6151	0.2148	0.765	1	0.957	3.785	0.935	0.732	32	0.966142686235044	0.692	5
1	8.121102e-06	0.999200567144515	0.8261	0.7789	0.904	1	0.229	9.92	0.953	0.881	29.4	0.987765789695832	0.808	3
1	8.121102e-06	0.997004364965851	0.8831	0.9595	0.819	1	0.996	7.467	0.902	0.85	25.4	0.999996118323901	1	9
1	8.121102e-06	0.990114423636481	0.9122	1.0459	0.922	1	0.692	9.854	0.902	0.935	26.5	0.999985313896762	0.988	1
1	8.121102e-06	0.99604832588432	0.3737	-0.2745	0.505	1	0.404	4.469	0.852	0.831	27.8	0.999977400129245	0.992	5
1	4.233e-06	0.990579658681995	0.5191	0.1182	0.658	1	0.329	5.845	1.03	0.911	24.4	0.71742674702113	0.665485551807085	10
1	8.121102e-06	0.997926930298028	0.4094	-0.0446	0.521	1	0.976	4.695	1.047	0.445	26.7	0.74392652712432	0.679260145636526	8
1	0.002303	0.992309269415551	0.8741	0.9737	0.949	1	0.997	7.412	0.964	0.847	31	0.655163663338061	0.776	6
0	0.06376	0.191169177062031	0	-0.9632	0.044	0.281	0.155	0.591	0.138	0	0.006	2.10918588766533e-05	0	5
0	0.001003	0.998837337848828	0.6868	0.5723	0.736	1	0.486	5.266	1.199	0.935	27.7	0.999806882071409	0.996	10
1	8.121102e-06	0.991016933487298	0.8725	1.036	0.918	1	0.995	4.964	0.935	0.766	27	0.999989084407391	0.99	2
0	0	0.972652395592622	0.1331	-0.8403	0.246	1	0.681	3.815	1.199	0.572	22.7	0.00938759858710497	0.162	7
0	0.6092	0.991164054841663	0	-1.0027	0.014	0	0.013	0.812	0.935	0.48	22.9	0.197364212819955	0.221659911391944	8
0	0.5924	0.512990357410367	0	-0.9484	0.198	0.997	0.759	0.508	-0.683	0.004	0.311	0.0163347227542158	0.272	4
1	8.121102e-06	0.999332672118846	0.9885	1.0066	0.993	1	0.878	9.79	0.994	0.905	32	0.967018343225786	0.846	10
1	8.121102e-06	0.999270021926419	0.9884	1.0028	0.989	1	0.987	9.7	0.994	0.945	32	0.999995740104342	1	6
1	8.121102e-06	0.998183537442263	0.9876	1.0141	0.976	1	0.683	8.295	0.953	0.808	29.5	0.998697431558488	0.918	1
0	8.121102e-06	0.991167724589025	0.2073	-0.7089	0.381	1	1	7.632	1.037	0.796	23.6	0.618684552757046	0.788	9
1	8.121102e-06	0.99786690765794	0.941	1.086	0.961	1	0.913	7.894	0.796	0.945	29.6	0.99999482177182	0.98	8
1	8.2e-06	0.99929950623607	0.7069	0.4511	0.845	1	0.962	6.199	1.035	0.593	23.7	0.0470341744476927	0.324	7
0	8.121102e-06	0.942495943420127	0.046	-1.0906	0.031	0.98	0.027	1.118	-0.34	0.044	10.85	0.000169577495457558	0.098	4
0	8.121102e-06	0.984588291981523	0.0123	-1.0735	0.095	1	0.997	4.541	1.052	0.257	12.03	0.010048941127765	0.032	2
0	0.06044	0.961755886900501	0.0013	-1.0737	0.059	0	0.149	-1.167	0.071	0.319	11	0.00127501666277813	0.102	4
1	7.715e-05	0.998603759542828	0.6287	0.4371	0.789	1	0.878	7.301	1.038	0.945	32	0.999983383631863	0.992	9
1	6.512e-05	0.984718080162034	0.1545	-0.8795	0.336	1	0.926	7.354	1.048	0.434	24.3	0.00141519349993221	0.026	6
0	4.092e-06	0.998850320611476	0.1469	-0.784	0.107	1	1	3.96	1.106	0.801	27.8	0.492060498632091	0.616	3
0	8.121102e-06	0.802466323534881	0.028	-1.0342	0.098	0.881	0.68	2.061	0.112	0.01	0.624	0.000506469319817716	0.046	6
0	0.007803	0.516073474370531	0.0016	-1.0797	0.024	0.045	0.002	0.359	0.931	0.009	0.048	4.78103552012141e-05	0.042	7
0	8.121102e-06	0.993943402448838	0.3382	-0.3173	0.49	1	0.946	3.596	1.199	0.911	26	0.999934496645155	0.998	2
1	8.121102e-06	0.987749431055692	0.9669	1.0985	0.882	1	0.994	4.036	0.935	0.774	25.6	0.728689636446235	0.683467178836434	1
1	8.121102e-06	0.997083658267325	0.9212	0.9268	0.747	1	0.854	1.902	-0.009	0.445	24.7	0.999470366072047	0.926	1
1	8.121102e-06	0.989090894048539	0.0535	-1.1196	0.255	1	0.998	8.938	1.128	0.447	23.9	0.62694185802808	0.474	5
1	8.121102e-06	0.988203416190869	0.8599	0.7511	0.782	1	0.979	5.548	1.028	0.445	23.1	0.937735612449954	0.538	1
1	8.121102e-06	0.997095299885204	0.9516	1.0701	0.791	1	1	2.795	0.998	0.747	26.3	0.000686790067867126	0.08	8
0	8.121102e-06	0.347311790192254	0.1155	-1.0171	0.085	0.001	0.915	-0.622	0.909	0	0.072	0.000476940609424076	0.172	8
0	0.0001303	0.993670248287358	0.1317	-0.61	0.159	0.004	0.059	1.393	0.852	0.417	17.64	0.929062863666256	0.656	8
1	4.086e-06	0.999190748720758	0.8493	0.9084	0.816	0.911	0.949	1.875	0.892	0.896	27.6	0.935944119044735	0.608	6
0	6.51e-05	0.994508115621754	0.1051	-1.0469	0.083	1	1	6.72	1.048	0.261	23.5	0.991866844727468	0.74	2
0	0.002772	0.993204415666806	0.7249	0.4249	0.688	1	0.994	7.257	0.892	0.843	27.2	0.0576141758550094	0.358	8
0	0.09454	0.585425375812702	0	-1.0183	0.197	0.999	0.638	1.407	0.044	0.006	8.95	0.000175089343435312	0.058	6
1	8.121102e-06	0.998908730942131	0.1731	-0.6439	0.736	1	0.998	8.886	1.088	0.774	30	0.999874131009654	0.976	4
0	8.121102e-06	0.992761199719634	0.1815	-0.8424	0.242	1	0.993	8.794	1.199	0.013	21	0.973693955846556	0.802	1
0	0.004432	0.997857130898951	0.1542	-0.2783	0.448	0.999	0.007	4.412	0.069	0.905	25.8	0.00291066560446607	0.16	10
1	1.625e-05	0.995736698505151	0.8889	0.9353	0.915	1	0.999	7.756	1.048	0.935	34	0.808750163283322	0.756292318057426	10
1	8.121102e-06	0.998563851553566	0.377	-0.3088	0.743	1	0.992	9.263	1.194	0.819	24.7	0.996447358595467	0.92	9
1	2.64e-05	0.999091158487281	0.5889	0.3513	0.511	1	1	5.511	0.935	0.897	33	0.976377226305002	0.834	8
1	0.0001254	0.999086769262457	0.5889	0.3513	0.526	1	1	5.511	0.935	0.858	35	0.985454112684912	0.878	5
1	0	0.999394555701848	0.5767	0.3108	0.701	1	0.998	9.94	1.048	0.897	35	0.999985211967096	1	4
1	0.0001755	0.999210950032977	0.6234	0.5302	0.85	1	0.991	7.858	0.852	0.945	34	0.899813180330206	0.828504616536594	8
0	0.1499	0.911785427142873	6e-04	-1.0981	0.05	0.033	0.57	0.101	-0.253	0.042	18.14	0.000174659284034804	0.01	5
1	8.121102e-06	0.998318688771104	0.9885	0.9603	0.953	1	0.999	5.978	0.935	0.945	34	0.976285951047782	0.882	4
0	0.002366	0.984085306360067	0.0133	-1.0788	0.014	0.997	0.872	0.913	0.017	0.045	17.24	0.199251955580028	0.226074759728842	4
1	8.121102e-06	0.995709070961108	0.9189	0.9911	0.784	1	0.988	1.349	0.152	0.736	26.3	0.688659295648411	0.650397060125379	2
0	0.0003575	0.998736533601179	0.0194	-1.0815	0.084	1	0.99	3.978	0.852	0.054	24	0.956395725758551	0.602	1
1	8.121102e-06	0.894132291691774	0.7982	0.7139	0.823	1	0.813	7.426	0.935	0.873	26.2	0.0152800748033329	0.252	4
1	5.284e-05	0.978652412392426	0.4706	-0.2422	0.471	1	0.987	6.451	1.048	0.308	24.1	0.671631082058133	0.621474596978158	5
0	7.342e-05	0.852477376964908	0.0326	-1.0623	0.029	0	0.086	-1.482	-0.815	0.029	1.131	0.000464380771595733	0.126	4
0	8.121102e-06	0.980670742442934	0.0525	-1.0274	0.104	0.989	0.985	2.396	1.061	0.279	14.99	0.407016572317347	0.342	10
0	0.03202	0.999149995903403	0.0086	-1.1211	0.053	1	0.763	2.404	1.048	0.445	31	0.853874842712459	0.86	4
0	0.5531	0.891611574754396	0	-0.9206	0.357	0.864	0.998	1.208	1.128	0.05	12.75	0.000316479353521898	0	10
0	0.1467	0.64534444645512	0	-0.9718	0.031	0.898	0.863	0.21	-0.355	0.013	7.071	3.1670541975469e-05	0.044	6
1	8.121102e-06	0.990490084506207	0.7224	0.6871	0.875	1	0.998	4.489	1.165	0.718	28.2	0.294165957138163	0.464	7
1	8.121102e-06	0.998475543707534	0.6489	0.4922	0.736	1	0.99	9.178	1.048	0.853	28.5	0.943839592290549	0.8	10
1	0.001203	0.99685495427997	0.1861	-0.8907	0.157	1	1	4.458	1.048	0.675	22.9	0.957317523682655	0.722	7
0	0.005543	0.988387356791166	0.4644	-0.1802	0.448	0.669	0.178	4.675	1.061	0.318	18.78	0.000147392579227211	0	9
0	0.1417	0.260352314518692	0	-0.9067	0.062	0.983	0.007	0.487	-0.353	0	0.001	1.21946853154343e-05	0	2
1	8.029e-06	0.94445573073704	0.8233	0.8352	0.825	1	0.031	6.663	0.902	0.81	24	0.010211107654842	0.589107975319933	3
1	8.121102e-06	0.837204815213084	0.8029	0.7517	0.78	1	0.04	3.725	0.807	0.867	26.4	0.997866020271006	0.748119451435918	1
1	4.124e-06	0.951410808361623	0.1544	-0.9077	0.319	0.996	0.005	2.617	0.119	0.318	19.67	0.999993317445741	0.988	10
1	8.121102e-06	0.997709972707401	0.9985	0.9088	0.952	1	0.327	7.168	0.892	0.945	27.1	0.879499037816048	0.632	5
1	8.121102e-06	0.982410711131648	0.5915	0.2111	0.668	1	0.188	4.071	1.058	0.454	20.5	0.0654430022708206	0.23	3
1	8.121102e-06	0.997738777976634	0.9057	0.9883	0.94	1	0.379	5.788	0.852	0.793	32	0.979723972287854	0.856	9
1	8.121102e-06	0.979683559980608	0.9471	0.6253	0.833	1	0.266	6.626	0.932	0.802	26.3	0.999998122414291	1	9
1	4.913e-05	0.997571812098991	0.9498	1.1039	0.981	1	0.832	7.769	0.852	0.911	30	0.834290124113663	0.773955639508638	4
0	8.121102e-06	0.997832270958726	0.9876	1.0041	0.961	1	0.092	7.697	0.856	0.897	26.2	0.814399353958101	0.753909097571854	3
1	8.127e-06	0.998675677304567	0.9582	1.0663	0.836	1	0.951	2.224	0.094	0.655	26	0.00596892006094083	0.142	9
1	8.121102e-06	0.990116244690858	0.9566	1.0919	0.927	1	0.76	9.211	1.088	0.905	24.3	0.400510878738691	0.554	8
1	1.659e-05	0.997993776257228	0.849	0.7939	0.789	1	0.08	4.799	0.069	0.782	31	0.999976947744262	0.978	6
1	8.121102e-06	0.998892128110416	0.967	1.0852	0.983	1	0.612	9.793	1.045	0.879	29.4	0.995674631879344	0.826	3
1	8.121102e-06	0.945233660310777	0.648	0.1885	0.819	1	0.984	7.712	1.058	0.444	23.3	0.0767304262460622	0.518	8
1	8.121102e-06	0.996850017061173	0.9285	1.066	0.897	1	0.961	3.552	0.691	0.842	33	0.622809959593018	0.736	10
1	1.288e-05	0.99715611194899	0.7441	0.6335	0.867	1	0.885	5.556	1.061	0.715	22.5	0.0278284006006473	0.206	2
0	8.121102e-06	0.821081605532978	0.3121	-0.8391	0.28	0.812	0.004	1.267	0.852	0.272	12.16	0.999928982659868	0.84	7
0	0.003608	0.978940895870461	0.0976	-0.9063	0.027	0.978	0.892	0.747	-0.02	0.029	12.14	0.000110354883001901	0.014	5
1	8.121102e-06	0.998641961614477	0.5198	0.2416	0.883	1	0.952	7.57	0.964	0.935	26	0.835056602313735	0.767820402055453	9
1	6.313e-05	0.993391802137274	0.9573	1.1017	0.98	1	1	8.939	1.14	0.886	29.1	0.907799573720145	0.712	7
1	8.121102e-06	0.927625310219991	0.7505	0.3376	0.407	1	0.849	7.439	1.048	0.037	18.48	0.999976508023663	1	9
1	1.22e-05	0.98569761200703	0.8879	0.6925	0.612	0.033	0.982	-0.895	-0.405	0.764	23.1	0.000141595192368714	0.082	5
0	0.4502	0.995796752694164	0	-0.9217	0.064	0.994	0.997	2.096	1.043	0.346	21.7	0.00210209271157325	0.074	10
0	0.0001195	0.99436571093926	0.211	-0.7796	0.415	1	1	6.347	0.998	0.142	26.5	0.56361371951845	0.51932981557819	4
0	0.1526	0.97243083067744	0	-0.9551	0.165	1	0.981	4.116	0.092	0.014	19.65	0.000102425725834919	0.02	7
0	4.191e-06	0.161842656717315	0.0046	-0.9743	0.331	1	0.981	4.116	0.092	0	14.41	5.81250218600427e-06	0.042	3
1	8.121102e-06	0.993806346259323	0.7551	0.7304	0.903	1	0.985	8.014	1.061	0.911	29.3	0.787228968351881	0.733499958248922	4
1	8.121102e-06	0.998023723758729	0.6272	0.3081	0.74	1	0.972	1.705	0.935	0.841	34	0.999988292101478	1	10
0	0.06702	0.558555029994442	2e-04	-0.9356	0.137	1	0.988	7.377	0.693	0.051	11.3	0.586470351283611	0.478	4
0	0.0005059	0.987134988731423	0.8374	0.7207	0.686	1	0.701	8.929	1.199	0.053	22.9	0.253612419342169	0.334	4
0	0.001671	0.989939048356748	0.0506	-0.9906	0.137	1	0.967	1.569	1.06	0.873	25	0.000340734125196453	0.072	3
1	1.219e-05	0.99787750206738	0.9884	1.1005	0.9	1	0.989	8.19	1.088	0.81	24.6	0.995550039389166	0.91	1
1	4.085e-06	0.998161744385831	0.9693	1.0847	0.919	1	0.998	7.875	1.048	0.945	28.3	0.818365811762292	0.761513771328328	7
0	0.002184	0.995119660877711	0.0127	-1.0474	0.055	0.758	0.071	0.468	-0.512	0.018	20.8	0.192796580048094	0.220123809521834	7
0	0.8612	0.997073503159757	0	-1.0204	0.189	1	0.829	1.637	0.076	0.371	15.32	0.0121742149118829	0.25	10
0	0.1484	0.722903308222538	2e-04	-1.0893	0.04	0.648	0.128	0.846	-0.007	0.323	22.7	8.3830463429305e-05	0.032	1
0	0.004542	0.998268002500874	0.4767	-0.0781	0.585	0.977	0.984	0.806	0.935	0.702	23.5	0.157510470029243	0.366	1
1	8.121102e-06	0.865603965732878	0.8644	0.4323	0.399	1	0.985	1.401	1.058	0.003	14.38	0.401680309847298	0.441815548976168	4
1	8.121102e-06	0.907521261049146	0.8741	0.6406	0.361	1	0.985	1.401	1.058	0.022	10.09	0.362211164273772	0.402029653070372	7
1	8.121102e-06	0.921046666064657	0.8614	0.5566	0.377	1	0.985	1.401	1.058	0.044	15.06	0.3629554706996	0.409296326639406	5
1	8.121102e-06	0.343780641335498	0.681	0.1606	0.345	1	0.975	1.866	0.152	0	4.877	8.56055513613089e-05	0.006	7
1	8.121102e-06	0.976943975628762	0.8459	0.4295	0.338	1	0.975	1.866	0.152	0.049	14.65	7.10517401127151e-05	0.01	7
1	8.121102e-06	0.827597519282433	0.8472	0.3994	0.284	1	0.975	1.866	0.152	0.029	13.42	9.03937350043386e-05	0.01	2
1	8.121102e-06	0.994429739541228	0.9185	1.0449	0.949	1	0.886	8.183	1.088	0.855	26	0.0667573972859798	0.338	9
1	8.121102e-06	0.996051443603844	0.9175	1.0426	0.945	1	0.886	8.183	1.088	0.844	25.2	0.0618471837012501	0.314	4
1	8.121102e-06	0.992742638500732	0.919	1.0462	0.926	1	0.886	8.183	1.088	0.871	26.6	0.0718679157817234	0.386	6
1	8.121102e-06	0.983930660853362	0.9155	1.0378	0.869	1	0.88	1.175	0.964	0.829	26	0.21769544677332	0.432	10
